id,date,content,username,likeCount,retweetCount,cleaned_text,processed_text,word_count,vader_score,vader_label,tb_polarity,tb_subjectivity,tb_label,sentiment
52,2024-01-04 04:30:00+00:00,Attended a talk on open source AI today. Lots to think about.,ai_skeptic,464,12,attended a talk on open source ai today lots to think about,attended talk open source ai today lots think,12,0.0,neutral,0.0,0.5,neutral,neutral
53,2024-01-04 06:00:00+00:00,large language models still makes too many mistakes to rely on for serious work.,techie_zuri,447,114,large language models still makes too many mistakes to rely on for serious work,large language models still makes many mistakes rely serious work,14,-0.4215,negative,0.126984126984127,0.5317460317460317,positive,negative
54,2024-01-04 07:30:00+00:00,large language models keeps going down at the worst times. Reliability is a real issue.,mlops_daily,723,114,large language models keeps going down at the worst times reliability is a real issue,large language models keeps going worst times reliability real issue,15,-0.6249,negative,-0.18531746031746033,0.5043650793650793,negative,negative
55,2024-01-04 09:00:00+00:00,artificial intelligence solved a problem in 5 seconds that took me hours before.,cto_musings,229,161,artificial intelligence solved a problem in 5 seconds that took me hours before,artificial intelligence solved problem seconds took hours,13,0.3612,positive,-0.6,1.0,negative,positive
56,2024-01-04 10:30:00+00:00,"Watched a demo of LLMs today. Impressive in some areas, limited in others.",tech_tracy,446,74,watched a demo of llms today impressive in some areas limited in others,watched demo llms today impressive areas limited others,13,0.34,positive,0.4642857142857143,0.5714285714285714,positive,positive
57,2024-01-04 12:00:00+00:00,Using ChatGPT at work now and our output has doubled. Highly recommend.,data_nerd254,66,190,using chatgpt at work now and our output has doubled highly recommend,using chatgpt work output doubled highly recommend,12,0.4201,positive,0.16,0.54,positive,positive
58,2024-01-04 13:30:00+00:00,The hype around machine learning is way overblown. It is just autocomplete.,devmike92,72,93,the hype around machine learning is way overblown it is just autocomplete,hype around machine learning way overblown autocomplete,12,0.0,neutral,0.0,0.0,neutral,neutral
59,2024-01-04 15:00:00+00:00,The machine learning landscape is changing fast. Hard to keep up.,techie_zuri,519,93,the machine learning landscape is changing fast hard to keep up,machine learning landscape changing fast hard keep,11,-0.1027,negative,-0.04583333333333334,0.5708333333333333,neutral,negative
60,2024-01-04 16:30:00+00:00,Really impressed by AI tools! The capabilities are mind-blowing.,devmike92,171,84,really impressed by ai tools the capabilities are mindblowing,really impressed ai tools capabilities mindblowing,9,0.5256,positive,1.0,1.0,positive,positive
61,2024-01-04 18:00:00+00:00,Worried about job displacement because of Gemini. Real conversation needed.,tech_tracy,270,155,worried about job displacement because of gemini real conversation needed,worried job displacement gemini real conversation needed,10,-0.296,negative,0.2,0.30000000000000004,positive,negative
62,2024-01-04 19:30:00+00:00,Gemini just helped me debug a nasty issue in minutes. Love it.,cto_musings,158,137,gemini just helped me debug a nasty issue in minutes love it,gemini helped debug nasty issue minutes love,12,0.1531,positive,-0.25,0.8,negative,positive
63,2024-01-04 21:00:00+00:00,Claude keeps getting better. Kudos to the team behind it!,pythonista_ke,113,25,claude keeps getting better kudos to the team behind it,claude keeps getting better kudos team behind,10,0.7351,positive,0.04999999999999999,0.6,neutral,positive
64,2024-01-04 22:30:00+00:00,Excited about what Claude means for the future of technology.,data_nerd254,147,150,excited about what claude means for the future of technology,excited claude means future technology,10,0.34,positive,0.1875,0.4375,positive,positive
65,2024-01-05 00:00:00+00:00,Still learning how to get the best results out of Claude.,airesearcher,614,48,still learning how to get the best results out of claude,still learning get best results claude,11,0.6369,positive,1.0,0.3,positive,positive
66,2024-01-05 01:30:00+00:00,The deep learning demo today was absolutely stunning. Game changer.,data_nerd254,411,70,the deep learning demo today was absolutely stunning game changer,deep learning demo today absolutely stunning game changer,10,0.4391,positive,0.033333333333333326,0.6,neutral,positive
67,2024-01-05 03:00:00+00:00,The progress in Claude over the last year is absolutely incredible.,devmike92,23,163,the progress in claude over the last year is absolutely incredible,progress claude last year absolutely incredible,11,0.4215,positive,0.45,0.48333333333333334,positive,positive
68,2024-01-05 04:30:00+00:00,generative AI is overhyped. Real intelligence is still far away.,techie_zuri,381,87,generative ai is overhyped real intelligence is still far away,generative ai overhyped real intelligence still far away,10,0.4767,positive,0.15000000000000002,0.65,positive,positive
69,2024-01-05 06:00:00+00:00,LLMs is the best productivity tool I have used in years.,mlops_daily,305,18,llms is the best productivity tool i have used in years,llms best productivity tool used years,11,0.6369,positive,1.0,0.3,positive,positive
70,2024-01-05 07:30:00+00:00,GitHub Copilot gave me three different wrong answers. Back to Stack Overflow.,data_nerd254,708,30,github copilot gave me three different wrong answers back to stack overflow,github copilot gave three different wrong answers back stack overflow,12,-0.4767,negative,-0.16666666666666666,0.5,negative,negative
71,2024-01-05 09:00:00+00:00,generative AI is being discussed a lot in our team. No consensus yet.,airesearcher,25,70,generative ai is being discussed a lot in our team no consensus yet,generative ai discussed lot team consensus yet,13,-0.296,negative,0.0,0.0,neutral,negative
72,2024-01-05 10:30:00+00:00,"Watched a demo of large language models today. Impressive in some areas, limited in others.",nairobi_dev,506,52,watched a demo of large language models today impressive in some areas limited in others,watched demo large language models today impressive areas limited others,15,0.34,positive,0.38095238095238093,0.5238095238095238,positive,positive
73,2024-01-05 12:00:00+00:00,OpenAI has pros and cons. Still evaluating whether it fits our stack.,nairobi_dev,643,140,openai has pros and cons still evaluating whether it fits our stack,openai pros cons still evaluating whether fits stack,12,0.0,neutral,0.0,0.0,neutral,neutral
74,2024-01-05 13:30:00+00:00,Not impressed with GitHub Copilot at all. Way too many errors for production.,data_nerd254,545,158,not impressed with github copilot at all way too many errors for production,impressed github copilot way many errors production,13,-0.6065,negative,0.0,0.75,neutral,negative
75,2024-01-05 15:00:00+00:00,The deep learning landscape is changing fast. Hard to keep up.,pythonista_ke,491,92,the deep learning landscape is changing fast hard to keep up,deep learning landscape changing fast hard keep,11,-0.1027,negative,-0.030555555555555558,0.5138888888888888,neutral,negative
76,2024-01-05 16:30:00+00:00,The hype around ChatGPT is way overblown. It is just autocomplete.,pythonista_ke,595,187,the hype around chatgpt is way overblown it is just autocomplete,hype around chatgpt way overblown autocomplete,11,0.0,neutral,0.0,0.0,neutral,neutral
77,2024-01-05 18:00:00+00:00,Just tried GitHub Copilot and I'm blown away. The future is here!,data_nerd254,21,110,just tried github copilot and im blown away the future is here,tried github copilot im blown away future,12,0.0,neutral,0.0,0.125,neutral,neutral
78,2024-01-05 19:30:00+00:00,AI tools keeps going down at the worst times. Reliability is a real issue.,techie_zuri,677,82,ai tools keeps going down at the worst times reliability is a real issue,ai tools keeps going worst times reliability real issue,14,-0.6249,negative,-0.3185185185185185,0.5296296296296297,negative,negative
79,2024-01-05 21:00:00+00:00,GitHub Copilot is the best productivity tool I have used in years.,devmike92,309,102,github copilot is the best productivity tool i have used in years,github copilot best productivity tool used years,12,0.6369,positive,1.0,0.3,positive,positive
80,2024-01-05 22:30:00+00:00,GPT-4 has pros and cons. Still evaluating whether it fits our stack.,mlops_daily,53,200,gpt4 has pros and cons still evaluating whether it fits our stack,gpt4 pros cons still evaluating whether fits stack,12,0.0,neutral,0.0,0.0,neutral,neutral
81,2024-01-06 00:00:00+00:00,"AI tools is useful for some tasks, not so much for others.",nairobi_dev,277,121,ai tools is useful for some tasks not so much for others,ai tools useful tasks much others,12,0.4404,positive,0.25,0.1,positive,positive
82,2024-01-06 01:30:00+00:00,Hard to believe how good Claude has become. Truly remarkable.,devmike92,737,93,hard to believe how good claude has become truly remarkable,hard believe good claude become truly remarkable,10,0.8402,positive,0.38611111111111107,0.6305555555555555,positive,positive
83,2024-01-06 03:00:00+00:00,New artificial intelligence paper dropped. Haven't read it yet but looks interesting.,data_nerd254,241,155,new artificial intelligence paper dropped havent read it yet but looks interesting,new artificial intelligence paper dropped havent read yet looks interesting,12,0.6808,positive,0.012121212121212125,0.6515151515151515,neutral,positive
84,2024-01-06 04:30:00+00:00,The cost of artificial intelligence APIs is getting ridiculous. Pricing us out.,nairobi_dev,668,151,the cost of artificial intelligence apis is getting ridiculous pricing us out,cost artificial intelligence apis getting ridiculous pricing us,12,0.1531,positive,-0.4666666666666667,1.0,negative,positive
85,2024-01-06 06:00:00+00:00,Not sure what to make of artificial intelligence yet. Need more time with it.,airesearcher,363,195,not sure what to make of artificial intelligence yet need more time with it,sure make artificial intelligence yet need time,14,0.2819,positive,-0.11666666666666665,0.7962962962962963,negative,positive
86,2024-01-06 07:30:00+00:00,The LLMs landscape is changing fast. Hard to keep up.,airesearcher,739,136,the llms landscape is changing fast hard to keep up,llms landscape changing fast hard keep,10,-0.1027,negative,-0.04583333333333334,0.5708333333333333,neutral,negative
87,2024-01-06 09:00:00+00:00,deep learning made my workflow so much faster. Cannot imagine going back.,mlops_daily,133,73,deep learning made my workflow so much faster cannot imagine going back,deep learning made workflow much faster imagine going back,12,0.0,neutral,0.06666666666666667,0.20000000000000004,positive,neutral
88,2024-01-06 10:30:00+00:00,The progress in GPT-4 over the last year is absolutely incredible.,tech_tracy,791,106,the progress in gpt4 over the last year is absolutely incredible,progress gpt4 last year absolutely incredible,11,0.4215,positive,0.45,0.48333333333333334,positive,positive
90,2024-01-06 13:30:00+00:00,Attended a talk on ChatGPT today. Lots to think about.,cto_musings,246,57,attended a talk on chatgpt today lots to think about,attended talk chatgpt today lots think,10,0.0,neutral,0.0,0.0,neutral,neutral
91,2024-01-06 15:00:00+00:00,Privacy concerns around large language models keep growing. Not comfortable using it.,devmike92,714,5,privacy concerns around large language models keep growing not comfortable using it,privacy concerns around large language models keep growing comfortable using,12,-0.2505,negative,0.007142857142857131,0.6142857142857143,neutral,negative
92,2024-01-06 16:30:00+00:00,generative AI solved a problem in 5 seconds that took me hours before.,nairobi_dev,337,44,generative ai solved a problem in 5 seconds that took me hours before,generative ai solved problem seconds took hours,13,-0.1531,negative,0.0,0.0,neutral,negative
93,2024-01-06 18:00:00+00:00,Really impressed by deep learning! The capabilities are mind-blowing.,airesearcher,171,124,really impressed by deep learning the capabilities are mindblowing,really impressed deep learning capabilities mindblowing,9,0.5256,positive,0.5,0.7,positive,positive
94,2024-01-06 19:30:00+00:00,Privacy concerns around Gemini keep growing. Not comfortable using it.,tech_tracy,685,79,privacy concerns around gemini keep growing not comfortable using it,privacy concerns around gemini keep growing comfortable using,10,-0.2505,negative,-0.2,0.8,negative,negative
96,2024-01-06 22:30:00+00:00,"large language models is inconsistent. Works great one day, terrible the next.",mlops_daily,566,5,large language models is inconsistent works great one day terrible the next,large language models inconsistent works great one day terrible next,12,0.25,positive,0.0035714285714285587,0.5446428571428572,neutral,positive
97,2024-01-07 00:00:00+00:00,The hype around generative AI is way overblown. It is just autocomplete.,nairobi_dev,703,150,the hype around generative ai is way overblown it is just autocomplete,hype around generative ai way overblown autocomplete,12,0.0,neutral,0.0,0.0,neutral,neutral
99,2024-01-07 03:00:00+00:00,AI tools made my workflow so much faster. Cannot imagine going back.,devmike92,315,13,ai tools made my workflow so much faster cannot imagine going back,ai tools made workflow much faster imagine going back,12,0.0,neutral,0.1,0.1,positive,neutral
100,2024-01-07 04:30:00+00:00,machine learning hallucinated completely wrong info and I almost used it. Scary.,cto_musings,740,195,machine learning hallucinated completely wrong info and i almost used it scary,machine learning hallucinated completely wrong info almost used scary,12,-0.7453,negative,-0.5,0.95,negative,negative
102,2024-01-07 07:30:00+00:00,The large language models community is growing fast. Lots of debate about best practices.,pythonista_ke,603,122,the large language models community is growing fast lots of debate about best practices,large language models community growing fast lots debate best practices,14,0.7096,positive,0.47142857142857136,0.44285714285714284,positive,positive
103,2024-01-07 09:00:00+00:00,Really impressed by OpenAI! The capabilities are mind-blowing.,cto_musings,472,97,really impressed by openai the capabilities are mindblowing,really impressed openai capabilities mindblowing,8,0.5256,positive,1.0,1.0,positive,positive
104,2024-01-07 10:30:00+00:00,"artificial intelligence is useful for some tasks, not so much for others.",nairobi_dev,720,43,artificial intelligence is useful for some tasks not so much for others,artificial intelligence useful tasks much others,12,0.7184,positive,-0.033333333333333326,0.39999999999999997,neutral,positive
105,2024-01-07 12:00:00+00:00,Frustrated with Gemini today. Could not complete a simple task correctly.,ai_skeptic,192,134,frustrated with gemini today could not complete a simple task correctly,frustrated gemini today could complete simple task correctly,11,-0.5267,negative,-0.25,0.3190476190476191,negative,negative
106,2024-01-07 13:30:00+00:00,The cost of Claude APIs is getting ridiculous. Pricing us out.,devmike92,29,7,the cost of claude apis is getting ridiculous pricing us out,cost claude apis getting ridiculous pricing us,11,-0.3612,negative,-0.3333333333333333,1.0,negative,negative
109,2024-01-07 18:00:00+00:00,The hype around Mistral is way overblown. It is just autocomplete.,ai_skeptic,516,48,the hype around mistral is way overblown it is just autocomplete,hype around mistral way overblown autocomplete,11,0.0,neutral,0.0,0.0,neutral,neutral
110,2024-01-07 19:30:00+00:00,large language models just helped me debug a nasty issue in minutes. Love it.,nairobi_dev,40,139,large language models just helped me debug a nasty issue in minutes love it,large language models helped debug nasty issue minutes love,14,0.1531,positive,-0.09523809523809523,0.6761904761904761,negative,positive
111,2024-01-07 21:00:00+00:00,Loving every update to artificial intelligence. The team is crushing it.,cto_musings,57,194,loving every update to artificial intelligence the team is crushing it,loving every update artificial intelligence team crushing,11,0.6705,positive,0.13333333333333333,0.9500000000000001,positive,positive
112,2024-01-07 22:30:00+00:00,Mistral made my workflow so much faster. Cannot imagine going back.,mlops_daily,4,129,mistral made my workflow so much faster cannot imagine going back,mistral made workflow much faster imagine going back,11,0.0,neutral,0.1,0.1,positive,neutral
113,2024-01-08 00:00:00+00:00,Excited about what generative AI means for the future of technology.,cto_musings,29,105,excited about what generative ai means for the future of technology,excited generative ai means future technology,11,0.34,positive,0.1875,0.4375,positive,positive
114,2024-01-08 01:30:00+00:00,LLMs is being discussed a lot in our team. No consensus yet.,tech_tracy,678,93,llms is being discussed a lot in our team no consensus yet,llms discussed lot team consensus yet,12,-0.296,negative,0.0,0.0,neutral,negative
115,2024-01-08 03:00:00+00:00,Still learning how to get the best results out of ChatGPT.,tech_tracy,137,77,still learning how to get the best results out of chatgpt,still learning get best results chatgpt,11,0.6369,positive,1.0,0.3,positive,positive
117,2024-01-08 06:00:00+00:00,large language models made my workflow so much faster. Cannot imagine going back.,tech_tracy,528,149,large language models made my workflow so much faster cannot imagine going back,large language models made workflow much faster imagine going back,13,0.0,neutral,0.13809523809523808,0.20952380952380953,positive,neutral
118,2024-01-08 07:30:00+00:00,The AI tools demo today was absolutely stunning. Game changer.,airesearcher,482,160,the ai tools demo today was absolutely stunning game changer,ai tools demo today absolutely stunning game changer,10,0.4391,positive,0.04999999999999999,0.7,neutral,positive
120,2024-01-08 10:30:00+00:00,Hard to believe how good ChatGPT has become. Truly remarkable.,tech_tracy,187,145,hard to believe how good chatgpt has become truly remarkable,hard believe good chatgpt become truly remarkable,10,0.8402,positive,0.38611111111111107,0.6305555555555555,positive,positive
122,2024-01-08 13:30:00+00:00,The Mistral demo today was absolutely stunning. Game changer.,data_nerd254,272,35,the mistral demo today was absolutely stunning game changer,mistral demo today absolutely stunning game changer,9,0.4391,positive,0.04999999999999999,0.7,neutral,positive
123,2024-01-08 15:00:00+00:00,Reading about the latest ChatGPT research. Interesting developments.,devmike92,259,164,reading about the latest chatgpt research interesting developments,reading latest chatgpt research interesting developments,8,0.4019,positive,0.5,0.7,positive,positive
124,2024-01-08 16:30:00+00:00,Just tried generative AI and I'm blown away. The future is here!,airesearcher,499,85,just tried generative ai and im blown away the future is here,tried generative ai im blown away future,12,0.0,neutral,0.0,0.125,neutral,neutral
125,2024-01-08 18:00:00+00:00,GitHub Copilot is genuinely changing how I work every single day.,mlops_daily,336,33,github copilot is genuinely changing how i work every single day,github copilot genuinely changing work every single day,11,0.0,neutral,0.1642857142857143,0.35714285714285715,positive,neutral
126,2024-01-08 19:30:00+00:00,machine learning is genuinely changing how I work every single day.,ai_skeptic,564,41,machine learning is genuinely changing how i work every single day,machine learning genuinely changing work every single day,11,0.0,neutral,0.1642857142857143,0.35714285714285715,positive,neutral
127,2024-01-08 21:00:00+00:00,Curious where ChatGPT will be in two years. Anyone have predictions?,data_nerd254,750,184,curious where chatgpt will be in two years anyone have predictions,curious chatgpt two years anyone predictions,11,0.3182,positive,-0.1,1.0,negative,positive
128,2024-01-08 22:30:00+00:00,Attended a talk on OpenAI today. Lots to think about.,cto_musings,465,147,attended a talk on openai today lots to think about,attended talk openai today lots think,10,0.0,neutral,0.0,0.0,neutral,neutral
